facility_type,facility_type_description,subtype,subtype_description,permit_number,premise_name,premise_address,premise_city,premise_state,premise_zip,Inspection_Area,opening_date,ObjectId
695,SWIMMING AREA,191,SWIMMING POOL,115549,VERANDA AT NORTON COMMONS,10301 MEETING ST,PROSPECT,KY,40059,21,2022/05/27 00:00:00,465
695,SWIMMING AREA,191,SWIMMING POOL,115550,THE LEGENDS APARTMENTS,11000 INDIAN LEGENDS DR,LOUISVILLE,KY,40241,21,2022/06/03 00:00:00,466
695,SWIMMING AREA,191,SWIMMING POOL,115551,STONEWATER PARK BY ATRUIM,11353 N TAZWELL DR,LOUISVILLE,KY,40241,21,2022/05/27 00:00:00,467
695,SWIMMING AREA,191,SWIMMING POOL,115552,THE PADDOCK AT EASTPOINT,13516 SKYWATCH LANE,LOUISVILLE,KY,40245,25,,468
695,SWIMMING AREA,191,SWIMMING POOL,115577,CANTER CHASE APARTMENTS,1200 CANTER CHASE,LOUISVILLE,KY,40242,25,,469
695,SWIMMING AREA,191,SWIMMING POOL,115629,WATERSIDE AT RIVERPARK PLACE   UPPER POOL,1515 RIVER SHORE DR,LOUISVILLE,KY,40206,26,2022/06/13 00:00:00,470
695,SWIMMING AREA,191,SWIMMING POOL,115631,WATERSIDE AT RIVERPARK PLACE - LOWER POOL,1515 RIVER SHORE DR,LOUISVILLE,KY,40206,26,2022/06/13 00:00:00,471
695,SWIMMING AREA,191,SWIMMING POOL,115633,BAYMONT INN & SUITES,9400 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,2022/06/08 00:00:00,472
695,SWIMMING AREA,191,SWIMMING POOL,115637,MIDDLETOWN LANDING,700 LANDIS RIDGE DR,LOUISVILLE,KY,40245,25,2022/05/26 00:00:00,473
695,SWIMMING AREA,191,SWIMMING POOL,115741,GLENMARY VILLAGE APARTMENTS,9606 CLUBVIEW DR,FERN CREEK,KY,40291,22,2022/06/23 00:00:00,474
695,SWIMMING AREA,191,SWIMMING POOL,115824,THE IVY APARTMENT HOMES,3300 ALTABROOK DR,LOUISVILLE,KY,40245,25,2022/06/15 00:00:00,475
695,SWIMMING AREA,191,SWIMMING POOL,115827,PROSPECT PARK APARTMENTS,2300 GLEN EAGLE DR,LOUISVILLE,KY,40222,26,2022/06/16 00:00:00,476
695,SWIMMING AREA,191,SWIMMING POOL,115828,MALLARD CROSSING AT ST MATTHEWS PHASE II,400 MALLARD CREEK RD,LOUISVILLE,KY,40207,26,2022/06/15 00:00:00,477
695,SWIMMING AREA,191,SWIMMING POOL,115829,MALLARD CROSSING AT ST MATTHEWS PHASE I,400 MALLARD CREEK RD,LOUISVILLE,KY,40207,26,2022/06/16 00:00:00,478
695,SWIMMING AREA,191,SWIMMING POOL,115835,MAPLE BROOK APARTMENTS,11507 MAPLE BROOK DR,LOUISVILLE,KY,40241,21,2022/06/14 00:00:00,479
695,SWIMMING AREA,191,SWIMMING POOL,115836,BUTCHERTOWN FLATS - BACK POOL,820 RIVER DELL DR,LOUISVILLE,KY,40206,24,,480
695,SWIMMING AREA,191,SWIMMING POOL,115837,BUTCHERTOWN FLATS - FRONT POOL,850 RIVER DELL DRIVE,LOUISVILLE,KY,40206,24,2022/07/06 00:00:00,481
695,SWIMMING AREA,191,SWIMMING POOL,116330,SAWYER EAST END,9910 SHINING WILLOW DR,LOUISVILLE,KY,40241,21,2022/08/08 00:00:00,482
695,SWIMMING AREA,197,SPA,103196,U OF L  HOT WALK THRU,2800 S FLOYD ST,LOUISVILLE,KY,40209,24,2018/07/31 00:00:00,483
695,SWIMMING AREA,197,SPA,103197,U OF L - COLD WALK THRU,2800 S FLOYD ST,LOUISVILLE,KY,40209,24,2018/07/31 00:00:00,484
695,SWIMMING AREA,191,SWIMMING POOL,103302,TOWNEPLACE SUITES / FAIRFIELD INN & SUITES,10110 CHAMPION FARMS DR,LOUISVILLE,KY,40241,21,2018/04/18 00:00:00,485
695,SWIMMING AREA,191,SWIMMING POOL,103312,WINGATE INN,3200 KEMMONS DR,LOUISVILLE,KY,40218,28,2018/05/23 00:00:00,486
695,SWIMMING AREA,197,SPA,103340,U OF L FOOTBALL 0-5 HYDROWORX,2800 S FLOYD ST,LOUISVILLE,KY,40202,24,2018/07/31 00:00:00,487
695,SWIMMING AREA,197,SPA,103341,U OF L FOOTBALL HOT PLUNGE WHITE HYDROWORX,2800 S FLOYD ST,LOUISVILLE,KY,40209,24,2018/07/31 00:00:00,488
695,SWIMMING AREA,197,SPA,103342,U OF L FOOTBALL COLD PLUNGE WHITE HYDROWORX,2800 S FLOYD ST,LOUISVILLE,KY,40209,24,2018/07/31 00:00:00,489
695,SWIMMING AREA,191,SWIMMING POOL,103431,WINGATE BY WYNDHAM,12301 ALLIANT COURT,JEFFERSONTOWN,KY,40299,22,2017/08/31 00:00:00,490
695,SWIMMING AREA,191,SWIMMING POOL,103432,BAXTER APARTMENTS,1221 E BROADWAY,LOUISVILLE,KY,40204,28,,491
695,SWIMMING AREA,199,WADING POOL,103787,WILLOW GREEN,7121 FERN RIDGE RD,LOUISVILLE,KY,40228,27,,492
695,SWIMMING AREA,191,SWIMMING POOL,103788,WILLOW GREEN,7121 FERN RIDGE RD,LOUISVILLE,KY,40228,27,2018/09/28 00:00:00,493
695,SWIMMING AREA,191,SWIMMING POOL,103805,RIVERPORT FAMILY RESIDENCES,3400 CATHE DYKSTRA WAY,LOUISVILLE,KY,40216,23,,494
695,SWIMMING AREA,191,SWIMMING POOL,103895,SHAKES RUN,16901 SHAKES CREEK DR,LOUISVILLE,KY,40223,22,,495
695,SWIMMING AREA,191,SWIMMING POOL,104020,AQUA-TOTS SWIM CLUB,117 BLANKENBAKER PKWY,LOUISVILLE,KY,40223,22,2018/04/05 00:00:00,496
695,SWIMMING AREA,191,SWIMMING POOL,104039,RESIDENCE INN,401 BULLITT LANE,LOUISVILLE,KY,40222,26,2018/06/08 00:00:00,497
695,SWIMMING AREA,196,SPRAY POOL,104103,SHEPPARD PARK,1601 MAGAZINE ST,LOUISVILLE,KY,40203,24,2018/06/04 00:00:00,498
695,SWIMMING AREA,191,SWIMMING POOL,104159,SWIM LABS #1 LEFT,3572 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,2018/11/06 00:00:00,499
695,SWIMMING AREA,191,SWIMMING POOL,104160,SWIM LABS #2 MIDDLE,3572 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,2018/11/06 00:00:00,500
695,SWIMMING AREA,191,SWIMMING POOL,104161,SWIM LABS #3 RIGHT,3572 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,2018/11/06 00:00:00,501
695,SWIMMING AREA,191,SWIMMING POOL,104162,SAFE SPLASH SWIM SCHOOL / LAP POOL,3572 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,2019/03/07 00:00:00,502
695,SWIMMING AREA,191,SWIMMING POOL,104185,YMCA - REPUBLIC BANK FOUNDATION,1720 WEST BROADWAY,LOUISVILLE,KY,40203,28,,503
695,SWIMMING AREA,197,SPA,104231,THE EDGE,555 S 4TH ST,LOUISVILLE,KY,40202,24,2019/05/24 00:00:00,504
695,SWIMMING AREA,191,SWIMMING POOL,104232,THE EDGE,555 S 4TH ST,LOUISVILLE,KY,40202,24,2019/05/22 00:00:00,505
695,SWIMMING AREA,191,SWIMMING POOL,104674,THE GRAND OF PROSPECT,9300 CIVIC WAY,PROSPECT,KY,40059,21,2019/08/09 00:00:00,506
695,SWIMMING AREA,191,SWIMMING POOL,105080,BRISTOL BLUFF APARTMENTS,6015 BRISTAL BLUFF CIRCLE,LOUISVILLE,KY,40299,22,2019/05/31 00:00:00,507
695,SWIMMING AREA,196,SPRAY POOL,105081,METRO PARKS VICTORY PARK SPRAYGROUND,1051 S 23RD ST,LOUISVILLE,KY,40210,24,2019/09/11 00:00:00,508
695,SWIMMING AREA,191,SWIMMING POOL,105383,HAMPTON PLACE APARTMENTS,1549 W MADISON ST,LOUISVILLE,KY,40203,24,2018/06/14 00:00:00,509
695,SWIMMING AREA,191,SWIMMING POOL,105384,HALSEY FLATS,514 BRIGHTWOOD PLACE,LOUISVILLE,KY,40207,26,2018/06/12 00:00:00,510
695,SWIMMING AREA,191,SWIMMING POOL,105429,TOWNEPLACE SUITES,6601 PARAMOUNT PARK DR,LOUISVILLE,KY,40213,27,2019/01/31 00:00:00,511
695,SWIMMING AREA,191,SWIMMING POOL,105704,DONARD PARK CONDOMIUMS,801 DONARD PARK AVE,LOUISVILLE,KY,40218,27,,512
695,SWIMMING AREA,191,SWIMMING POOL,105753,POST OAK APARTMENTS,8000 POST OAK PLACE,LOUISVILLE,KY,40222,29,2018/08/01 00:00:00,513
695,SWIMMING AREA,196,SPRAY POOL,105994,METRO PARKS TYLER PARK SPRAY POOL,1501 CASTLEWOOD AVE,LOUISVILLE,KY,40204,28,,514
695,SWIMMING AREA,191,SWIMMING POOL,106106,THE POOL AT THE GROVE,6101 CHAMBERLAIN LANE,PROSPECT,KY,40059,21,2019/05/24 00:00:00,515
695,SWIMMING AREA,191,SWIMMING POOL,106142,FLATS AT SPRINGHURST,4201 SIMCOE LANE,LOUISVILLE,KY,40241,21,2020/06/23 00:00:00,516
695,SWIMMING AREA,191,SWIMMING POOL,106447,HUNTING CREEK COUNTRY CLUB,6807 FOXCROFT RD,PROSPECT,KY,40059,21,2019/04/30 00:00:00,517
695,SWIMMING AREA,191,SWIMMING POOL,106475,CENTURY BELMONT STATION,11950 VICTORY KNOLL CIRCLE,LOUISVILLE,KY,40243,22,2019/07/12 00:00:00,518
695,SWIMMING AREA,191,SWIMMING POOL,106640,SPRINGS AT LAGRANGE,10500 DRUMLINE DR,LOUISVILLE,KY,40223,25,2019/08/27 00:00:00,519
695,SWIMMING AREA,191,SWIMMING POOL,106641,EMBASSY SUITES,501 S 4TH ST,LOUISVILLE,KY,40202,24,2018/12/20 00:00:00,520
695,SWIMMING AREA,191,SWIMMING POOL,106664,PARK PLACE APARTMENTS,7500 CRANFILL WAY,LOUISVILLE,KY,40214,23,2019/07/03 00:00:00,521
695,SWIMMING AREA,191,SWIMMING POOL,106727,SURE STAY PLUS HOTEL,4125 PRESTON HWY,LOUISVILLE,KY,40213,28,,522
695,SWIMMING AREA,191,SWIMMING POOL,106739,CANDLEWOOD SUITES,1039 ZORN AVE,LOUISVILLE,KY,40207,28,2019/12/30 00:00:00,523
695,SWIMMING AREA,191,SWIMMING POOL,106854,HAVEN ON TUCKER #2,12601 CHARLES FARM CIRCLE,LOUISVILLE,KY,40299,22,,524
695,SWIMMING AREA,191,SWIMMING POOL,106855,HAVEN ON TUCKER #1,12601 CHARLES FARM CIRCLE,LOUISVILLE,KY,40299,22,,525
695,SWIMMING AREA,191,SWIMMING POOL,107641,JEFFERSON GREEN APARTMENTS,3010 JEFFERSON GREEN DR,LOUISVILLE,KY,40219,27,,526
695,SWIMMING AREA,191,SWIMMING POOL,108019,SOVA,11707 NANSEMOND,LOUISVILLE,KY,40245,21,2019/05/24 00:00:00,527
695,SWIMMING AREA,191,SWIMMING POOL,108107,ASHTON BROOK APARTMENTS,7805 OXTED LANE,LOUISVILLE,KY,40222,26,2019/06/03 00:00:00,528
695,SWIMMING AREA,191,SWIMMING POOL,108134,CAMBRIA HOTEL,120 S FLOYD ST,LOUISVILLE,KY,40202,28,,529
695,SWIMMING AREA,191,SWIMMING POOL,108274,COVINGTON BY THE LAKE,7321 JEFFERSON BLVD,LOUISVILLE,KY,40219,27,,530
695,SWIMMING AREA,191,SWIMMING POOL,108387,TRIFECTA APARTMENTS,2501 S 4TH ST,LOUISVILLE,KY,40208,23,2019/07/30 00:00:00,531
695,SWIMMING AREA,191,SWIMMING POOL,108428,MEREMONT AT LONG RUN,1550 LINCOLN HILL WAY,LOUISVILLE,KY,40207,25,,532
695,SWIMMING AREA,191,SWIMMING POOL,108933,THE FLATS ON 5TH LOUISVILLE,430 W MUHAMMAD ALI BLVD,LOUISVILLE,KY,40202,24,2019/08/08 00:00:00,533
695,SWIMMING AREA,191,SWIMMING POOL,108960,LA QUINTA INN & SUITES EAST,13825 TERRA VIEW TRAIL,LOUISVILLE,KY,40245,25,,534
695,SWIMMING AREA,191,SWIMMING POOL,109671,U OF L HEALTH - FRAZIER REHAB #2,220 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,24,2006/06/01 00:00:00,535
